núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1975,2019,8,0,1,1,4,1,10,1016,99,2,8,5,2012,5,1
1976,2019,8,16,3,2,4,1,10,1016,99,4,6,5,9999,99,2
1977,2019,8,18,4,3,4,1,11,1101,99,2,999,5,9999,99,1
1978,2019,8,17,3,2,4,1,11,1101,99,14,6,1,9999,99,1
1979,2019,8,21,4,3,4,1,8,802,99,1,999,1,9999,99,3
1980,2019,8,0,1,1,4,1,14,1401,99,9,69,6,1990,3,1
1981,2019,8,11,2,1,4,1,4,406,99,9,41,2,2015,5,1
1982,2019,9,12,3,2,4,2,9,920,99,6,30,2,1994,3,1
1983,2019,9,16,3,2,4,2,15,1502,99,12,28,15,9999,99,1
1984,2019,9,23,4,3,4,2,1,101,1,4,32,7,9999,99,1
1985,2019,9,23,4,3,4,2,11,1108,99,2,48,5,9999,99,1
1986,2019,9,11,2,1,4,2,16,1603,99,12,28,11,9999,99,2
1987,2019,9,21,4,3,4,2,1,110,99,5,999,99,9999,99,1
1988,2019,10,23,4,3,4,3,1,101,18,4,32,5,2019,5,1
1989,2019,10,10,2,1,4,3,1,101,12,3,56,3,9999,99,1
1990,2019,10,11,2,1,4,3,1,115,99,9,85,2,9999,99,1
1991,2019,10,18,4,3,4,3,22,2205,99,9,999,6,2001,4,1
1992,2019,10,10,2,1,4,3,5,508,99,2,34,4,9999,99,1
1993,2019,10,16,3,2,4,3,9,901,99,4,32,2,9999,99,6
1994,2019,10,13,3,2,4,3,12,1217,99,4,27,99,9999,99,1
1995,2019,10,15,3,2,4,3,2,203,99,6,19,10,2002,4,1
1996,2019,10,12,3,2,4,3,4,401,99,3,69,99,9999,99,1
1997,2019,11,12,3,2,4,4,1,101,8,1,69,2,2009,4,1
1998,2019,11,10,2,1,4,4,1,115,99,4,6,3,2015,5,6
1999,2019,11,7,2,1,4,4,17,1701,99,4,18,1,9999,99,1
2000,2019,11,10,2,1,4,4,10,1016,99,3,69,4,2013,5,1
2001,2019,11,10,2,1,4,4,22,2205,99,6,999,9,9999,99,1
2002,2019,11,18,4,3,4,4,20,2001,99,2,69,9,2008,4,1
2003,2019,11,18,4,3,4,4,9,922,99,3,69,9,1992,3,1
2004,2019,12,23,4,3,4,5,1,102,99,1,56,4,9999,99,2
2005,2019,12,15,3,2,4,5,1,101,12,4,54,3,2018,5,1
2006,2019,12,1,1,1,4,5,1,115,99,4,6,5,9999,99,2
2007,2019,12,20,4,3,4,5,1,108,99,3,69,9,1994,3,1
2008,2019,12,7,2,1,4,5,1,110,99,5,999,99,9999,99,4
2009,2019,12,21,4,3,4,5,6,603,99,5,19,2,9999,99,3
2010,2019,12,0,1,1,4,5,15,1507,99,11,999,2,9999,99,1
2011,2019,12,6,2,1,4,5,2,207,99,14,6,1,2004,4,1
2012,2019,12,23,4,3,4,5,18,1802,99,4,67,5,9999,99,1
2013,2019,12,3,1,1,4,5,3,303,99,2,86,99,9999,99,1
2014,2019,12,10,2,1,4,5,3,303,99,1,69,9,9999,99,1
2015,2019,13,22,4,3,4,6,19,1902,99,4,2,5,9999,99,2
2016,2019,13,10,2,1,4,6,16,1613,99,5,31,2,1987,2,1
2017,2019,13,23,4,3,4,6,21,2101,99,4,27,4,2008,4,2
2018,2019,13,17,3,2,4,6,17,1701,99,3,69,2,1989,2,3
2019,2019,13,16,3,2,4,6,15,1503,99,3,999,1,9999,99,1
2020,2019,13,18,4,3,4,6,15,1507,99,1,27,3,1998,3,1
2021,2019,13,8,2,1,4,6,1,101,1,4,32,1,2018,5,1
2022,2019,13,10,2,1,4,6,1,101,6,7,30,3,2000,4,1
2023,2019,13,15,3,2,4,6,10,1010,99,4,6,5,9999,99,1
2024,2019,13,23,4,3,4,6,7,704,99,5,23,2,1990,3,1
2025,2019,13,16,3,2,4,6,22,2201,99,4,67,3,9999,99,1
2026,2019,13,20,4,3,4,6,22,2205,99,4,999,99,9999,99,1
2027,2019,13,4,1,1,4,6,3,301,99,4,27,1,9999,99,2
2028,2019,13,8,2,1,4,6,3,305,99,1,34,4,1987,2,1
2029,2019,13,14,3,2,4,6,18,1805,99,12,999,99,9999,99,1
2030,2019,13,6,2,1,4,6,9,919,99,12,999,99,9999,99,2
2031,2019,13,23,4,3,4,6,1,101,11,3,48,1,1989,2,1
2032,2019,13,14,3,2,4,6,1,115,99,12,999,99,9999,99,1
2033,2019,13,22,4,3,4,6,12,1217,99,2,69,2,1998,3,1
2034,2019,13,16,3,2,4,6,1,101,1,2,28,11,9999,99,1
2035,2019,13,16,3,2,4,6,1,113,99,4,999,99,9999,99,2
2036,2019,14,17,3,2,4,7,1,101,1,1,52,6,2000,4,1
2037,2019,14,21,4,3,4,7,1,101,7,1,999,99,9999,99,2
2038,2019,14,11,2,1,4,7,1,115,99,4,999,99,9999,99,1
2039,2019,14,15,3,2,4,7,1,108,99,1,56,1,9999,99,1
2040,2019,14,15,3,2,4,7,1,108,99,4,999,99,9999,99,1
2041,2019,14,18,4,3,4,7,1,110,99,4,999,99,9999,99,6
2042,2019,14,22,4,3,4,7,20,2007,99,4,67,4,9999,99,1
2043,2019,14,15,3,2,4,7,5,501,99,2,27,5,9999,99,1
2044,2019,14,5,1,1,4,7,5,509,99,4,2,4,9999,99,2
2045,2019,14,22,4,3,4,7,5,501,99,6,999,99,9999,99,1
2046,2019,14,17,3,2,4,7,5,506,99,3,69,6,9999,99,1
2047,2019,14,23,4,3,4,7,5,501,99,3,999,9,9999,99,1
2048,2019,14,20,4,3,4,7,5,502,99,4,54,3,9999,99,6
2049,2019,14,13,3,2,4,7,6,608,99,3,69,3,1996,3,1
2050,2019,14,7,2,1,4,7,6,608,99,3,69,4,2019,5,1
2051,2019,14,18,4,3,4,7,6,601,99,4,6,3,2016,5,1
2052,2019,14,6,2,1,4,7,10,1001,99,6,30,1,2005,4,1
2053,2019,14,18,4,3,4,7,11,1107,99,4,27,5,9999,99,1
2054,2019,14,2,1,1,4,7,13,1301,99,4,6,1,9999,99,1
2055,2019,14,18,4,3,4,7,16,1609,99,3,69,3,1993,3,3
2056,2019,14,22,4,3,4,7,16,1609,99,3,69,99,9999,99,4
2057,2019,14,11,2,1,4,7,14,1406,99,9,69,2,2008,4,2
2058,2019,14,2,1,1,4,7,4,401,99,4,32,3,2018,5,1
2059,2019,14,6,2,1,4,7,4,416,99,1,48,2,9999,99,1
2060,2019,14,21,4,3,4,7,4,401,99,4,999,99,9999,99,1
2061,2019,14,21,4,3,4,7,4,409,99,14,6,1,9999,99,6
2062,2019,14,9,2,1,4,7,3,308,99,4,6,1,2015,5,1
2063,2019,15,0,1,1,4,1,1,101,13,99,999,99,9999,99,1
2064,2019,15,23,4,3,4,1,1,101,11,2,999,14,2019,5,1
2065,2019,15,11,2,1,4,1,1,116,99,1,28,3,9999,99,1
2066,2019,15,20,4,3,4,1,22,2210,99,1,27,1,9999,99,2
2067,2019,15,23,4,3,4,1,22,2212,99,2,52,6,2000,4,1
2068,2019,15,11,2,1,4,1,19,1909,99,5,17,2,1980,2,1
2069,2019,15,17,3,2,4,1,5,501,99,5,999,99,9999,99,3
2070,2019,15,19,4,3,4,1,6,608,99,4,67,5,9999,99,1
2071,2019,15,8,2,1,4,1,16,1602,99,3,69,4,2018,5,3
2072,2019,15,18,4,3,4,1,16,1612,99,3,999,3,9999,99,4
2073,2019,15,10,2,1,4,1,17,1703,99,4,27,3,9999,99,1
2074,2019,15,1,1,1,4,1,17,1703,99,1,999,1,9999,99,2
2075,2019,15,23,4,3,4,1,4,416,99,1,48,5,9999,99,1
2076,2019,15,17,3,2,4,1,3,308,99,3,69,5,9999,99,1
2077,2019,16,17,3,2,4,2,1,101,1,4,999,3,2019,5,1
2078,2019,16,20,4,3,4,2,1,101,1,1,73,4,2000,4,1
2079,2019,16,23,4,3,4,2,1,116,99,3,69,9,9999,99,1
2080,2019,16,11,2,1,4,2,1,101,19,3,17,99,9999,99,1
2081,2019,16,13,3,2,4,2,1,111,99,2,999,2,9999,99,1
2082,2019,16,21,4,3,4,2,1,110,99,4,77,7,9999,99,1
2083,2019,16,8,2,1,4,2,19,1905,99,2,69,6,9999,99,1
2084,2019,16,9,2,1,4,2,5,504,99,3,69,2,9999,99,1
2085,2019,16,19,4,3,4,2,5,501,99,12,30,14,1989,2,3
2086,2019,16,15,3,2,4,2,2,208,99,2,52,6,1996,3,1
2087,2019,16,11,2,1,4,2,4,412,99,4,6,1,9999,99,6
2088,2019,17,11,2,1,4,3,1,101,6,5,17,14,1978,1,1
2089,2019,17,11,2,1,4,3,1,101,6,1,69,5,2013,5,1
2090,2019,17,23,4,3,4,3,1,101,7,1,48,4,9999,99,2
2091,2019,17,2,1,1,4,3,1,115,99,4,6,3,9999,99,2
2092,2019,17,17,3,2,4,3,1,115,99,2,999,99,9999,99,1
2093,2019,17,18,4,3,4,3,1,114,99,9,28,7,9999,99,3
2094,2019,17,6,2,1,4,3,1,108,99,5,84,2,2017,5,1
2095,2019,17,23,4,3,4,3,22,2212,99,3,69,5,9999,99,2
2096,2019,17,5,1,1,4,3,5,501,99,3,69,1,9999,99,2
2097,2019,17,20,4,3,4,3,5,501,99,99,999,99,9999,99,1
2098,2019,17,13,3,2,4,3,6,601,99,1,27,11,9999,99,1
2099,2019,17,17,3,2,4,3,10,1002,99,3,69,6,1989,2,1
2100,2019,17,8,2,1,4,3,11,1102,99,4,67,5,9999,99,1
2101,2019,17,21,4,3,4,3,9,901,99,2,999,99,9999,99,1
2102,2019,17,20,4,3,4,3,13,1306,99,12,999,99,9999,99,1
2103,2019,17,9,2,1,4,3,8,802,99,1,69,11,9999,99,2
2104,2019,17,13,3,2,4,3,16,1607,99,14,2,7,9999,99,4
2105,2019,17,6,2,1,4,3,2,208,99,6,30,2,9999,99,1
2106,2019,17,20,4,3,4,3,18,1801,99,6,999,2,2011,5,1
2107,2019,17,15,3,2,4,3,4,411,99,3,999,1,9999,99,3
2108,2019,18,6,2,1,4,4,1,101,6,1,56,4,2011,5,1
2109,2019,18,20,4,3,4,4,1,101,17,3,31,3,2011,5,1
2110,2019,18,18,4,3,4,4,1,105,99,4,999,5,9999,99,2
2111,2019,18,23,4,3,4,4,1,103,99,1,73,3,2001,4,1
2112,2019,18,5,1,1,4,4,1,115,99,4,999,5,9999,99,1
2113,2019,18,15,3,2,4,4,1,108,99,4,163,5,9999,99,1
2114,2019,18,12,3,2,4,4,22,2201,99,1,27,99,9999,99,1
2115,2019,18,18,4,3,4,4,21,2101,99,4,6,5,9999,99,1
2116,2019,18,7,2,1,4,4,5,501,99,4,999,5,9999,99,6
2117,2019,18,21,4,3,4,4,5,506,99,4,2,3,2018,5,2
2118,2019,18,11,2,1,4,4,5,511,99,1,999,2,9999,99,1
2119,2019,18,19,4,3,4,4,6,608,99,3,69,5,9999,99,1
2120,2019,18,17,3,2,4,4,11,1104,99,4,2,5,9999,99,1
2121,2019,18,14,3,2,4,4,16,1603,99,3,69,2,9999,99,3
2122,2019,18,20,4,3,4,4,15,1503,99,1,999,99,9999,99,1
2123,2019,18,4,1,1,4,4,15,1501,99,4,999,99,9999,99,6
2124,2019,18,18,4,3,4,4,15,1502,99,9,999,99,9999,99,4
2125,2019,18,0,1,1,4,4,2,201,99,2,28,2,9999,99,1
2126,2019,18,0,1,1,4,4,18,1801,99,3,31,2,9999,99,1
2127,2019,18,18,4,3,4,4,7,701,99,4,32,99,9999,99,2
2128,2019,18,19,4,3,4,4,3,302,99,1,56,1,9999,99,1
2129,2019,19,1,1,1,4,5,1,101,1,1,52,2,9999,99,1
2130,2019,19,14,3,2,4,5,1,101,4,2,69,9,9999,99,1
2131,2019,19,20,4,3,4,5,1,101,10,4,27,5,9999,99,1
2132,2019,19,7,2,1,4,5,1,101,11,1,28,3,9999,99,1
2133,2019,19,17,3,2,4,5,1,108,99,1,90,3,2014,5,1
2134,2019,19,12,3,2,4,5,22,2214,99,1,56,4,2016,5,1
2135,2019,19,11,2,1,4,5,5,501,99,4,35,3,2013,5,2
2136,2019,19,17,3,2,4,5,5,501,99,3,69,11,1982,2,1
2137,2019,19,14,3,2,4,5,5,513,99,3,999,4,9999,99,1
2138,2019,19,15,3,2,4,5,5,505,99,3,56,4,2017,5,1
2139,2019,19,16,3,2,4,5,10,1019,99,3,69,4,1986,2,1
2140,2019,19,20,4,3,4,5,11,1106,99,1,27,99,9999,99,1
2141,2019,19,21,4,3,4,5,11,1108,99,1,999,3,9999,99,1
2142,2019,19,21,4,3,4,5,8,801,99,3,999,4,9999,99,1
2143,2019,19,0,1,1,4,5,15,1502,99,99,999,99,9999,99,1
2144,2019,19,11,2,1,4,5,2,201,99,4,18,5,9999,99,1
2145,2019,19,18,4,3,4,5,2,203,99,1,56,1,9999,99,1
2146,2019,19,20,4,3,4,5,14,1420,99,4,32,1,9999,99,2
2147,2019,19,0,1,1,4,5,14,1407,99,3,69,5,1988,2,1
2148,2019,19,22,4,3,4,5,3,301,99,4,999,1,2008,4,6
2149,2019,20,20,4,3,4,6,1,105,99,4,999,5,9999,99,1
2150,2019,20,16,3,2,4,6,1,101,5,1,56,2,2000,4,1
2151,2019,20,9,2,1,4,6,1,101,7,8,67,2,9999,99,1
2152,2019,20,15,3,2,4,6,1,101,7,12,30,1,9999,99,1
2153,2019,20,3,1,1,4,6,1,115,99,1,52,4,9999,99,1
2154,2019,20,0,1,1,4,6,1,108,99,4,6,3,9999,99,1
2155,2019,20,11,2,1,4,6,22,2214,99,4,18,1,9999,99,1
2156,2019,20,13,3,2,4,6,22,2215,99,4,67,5,9999,99,6
2157,2019,20,22,4,3,4,6,22,2202,99,1,48,6,9999,99,3
2158,2019,20,20,4,3,4,6,21,2101,99,4,67,3,9999,99,1
2159,2019,20,16,3,2,4,6,20,2010,99,1,27,3,2010,5,1
2160,2019,20,18,4,3,4,6,5,501,99,4,67,5,9999,99,1
2161,2019,20,16,3,2,4,6,6,611,99,1,17,4,2009,4,1
2162,2019,20,17,3,2,4,6,10,1011,99,4,113,1,2008,4,2
2163,2019,20,8,2,1,4,6,9,919,99,3,69,5,9999,99,2
2164,2019,20,5,1,1,4,6,12,1218,99,22,27,1,9999,99,2
2165,2019,20,15,3,2,4,6,13,1320,99,3,69,3,9999,99,4
2166,2019,20,2,1,1,4,6,16,1601,99,4,77,1,9999,99,6
2167,2019,20,17,3,2,4,6,2,205,99,2,69,11,2006,4,1
2168,2019,20,23,4,3,4,6,18,1801,99,2,69,2,9999,99,1
2169,2019,20,1,1,1,4,6,18,1801,99,4,67,2,9999,99,1
2170,2019,20,6,2,1,4,6,18,1801,99,1,69,5,2002,4,1
2171,2019,20,2,1,1,4,6,17,1703,99,4,6,7,9999,99,6
2172,2019,20,19,4,3,4,6,7,701,99,9,69,4,1991,3,1
2173,2019,21,2,1,1,4,7,1,101,2,1,41,4,9999,99,2
2174,2019,21,22,4,3,4,7,1,101,99,4,67,5,9999,99,6
2175,2019,21,11,2,1,4,7,1,101,7,1,27,3,9999,99,2
2176,2019,21,17,3,2,4,7,1,115,99,4,6,5,9999,99,1
2177,2019,21,0,1,1,4,7,1,108,99,1,999,4,9999,99,1
2178,2019,21,18,4,3,4,7,22,2202,99,4,32,1,9999,99,1
2179,2019,21,10,2,1,4,7,6,614,99,2,27,4,2003,4,1
2180,2019,21,9,2,1,4,7,6,608,99,4,999,99,9999,99,6
2181,2019,21,16,3,2,4,7,10,1001,99,1,48,1,1993,3,1
2182,2019,21,17,3,2,4,7,11,1107,99,2,69,2,9999,99,2
2183,2019,21,19,4,3,4,7,15,1501,99,3,69,3,1993,3,1
2184,2019,21,19,4,3,4,7,17,1708,99,4,27,5,9999,99,2
2185,2019,22,17,3,2,4,1,1,101,18,4,27,5,2005,4,1
2186,2019,22,19,4,3,4,1,1,102,99,12,30,99,1982,2,1
2187,2019,22,13,3,2,4,1,1,101,12,3,69,7,9999,99,1
2188,2019,22,3,1,1,4,1,1,101,12,4,32,5,9999,99,2
2189,2019,22,9,2,1,4,1,1,101,7,4,32,3,9999,99,2
2190,2019,22,15,3,2,4,1,1,117,99,1,27,4,9999,99,1
2191,2019,22,12,3,2,4,1,1,114,99,5,30,2,9999,99,1
2192,2019,22,20,4,3,4,1,1,117,99,1,48,2,9999,99,1
2193,2019,22,19,4,3,4,1,1,115,99,1,10,4,9999,99,1
2194,2019,22,11,2,1,4,1,1,108,99,11,17,5,9999,99,1
2195,2019,22,12,3,2,4,1,1,108,99,1,48,9,9999,99,1
2196,2019,22,10,2,1,4,1,22,2201,99,4,27,1,9999,99,1
2197,2019,22,20,4,3,4,1,21,2101,99,4,76,3,9999,99,1
2198,2019,22,7,2,1,4,1,10,1009,99,3,69,6,9999,99,1
2199,2019,22,15,3,2,4,1,11,1103,99,9,69,6,2009,4,1
2200,2019,22,17,3,2,4,1,11,1101,99,4,77,99,2015,5,1
2201,2019,22,17,3,2,4,1,16,1603,99,5,52,2,9999,99,1
2202,2019,22,4,1,1,4,1,2,203,99,12,30,2,9999,99,1
2203,2019,22,13,3,2,4,1,2,207,99,3,69,2,9999,99,4
2204,2019,22,17,3,2,4,1,18,1805,99,5,28,3,9999,99,1
2205,2019,22,19,4,3,4,1,17,1705,99,5,56,2,9999,99,1
2206,2019,23,9,2,1,4,2,1,114,99,4,999,99,9999,99,1
2207,2019,23,12,3,2,4,2,21,2101,99,2,27,11,9999,99,4
2208,2019,23,19,4,3,4,2,21,2101,99,2,69,3,9999,99,1
2209,2019,23,18,4,3,4,2,19,1904,99,1,56,6,9999,99,1
2210,2019,23,20,4,3,4,2,11,1101,99,4,32,1,9999,99,6
2211,2019,23,19,4,3,4,2,3,312,99,4,32,1,2018,5,1
2212,2019,23,20,4,3,4,2,3,312,99,4,76,5,9999,99,1
2213,2019,24,8,2,1,4,3,1,101,1,1,28,5,9999,99,1
2214,2019,24,12,3,2,4,3,1,101,12,14,6,3,2017,5,6
2215,2019,24,7,2,1,4,3,1,108,99,4,25,1,2018,5,1
2216,2019,24,11,2,1,4,3,5,511,99,12,30,99,9999,99,1
2217,2019,24,16,3,2,4,3,9,917,99,4,32,5,9999,99,1
2218,2019,24,19,4,3,4,3,12,1202,99,12,30,6,9999,99,1
2219,2019,24,20,4,3,4,3,18,1804,99,6,19,5,1996,3,1
2220,2019,24,2,1,1,4,3,4,401,99,2,86,4,9999,99,1
2221,2019,24,19,4,3,4,3,4,401,99,4,76,2,9999,99,1
2222,2019,25,9,2,1,4,4,1,101,1,1,48,4,2009,4,1
2223,2019,25,0,1,1,4,4,1,101,12,4,32,1,9999,99,1
2224,2019,25,21,4,3,4,4,1,101,7,4,27,3,9999,99,2
2225,2019,25,22,4,3,4,4,1,101,7,2,8,4,2014,5,1
2226,2019,25,23,4,3,4,4,1,110,99,1,27,4,9999,99,1
2227,2019,25,19,4,3,4,4,5,501,99,4,27,5,9999,99,1
2228,2019,25,17,3,2,4,4,5,501,99,12,30,7,9999,99,1
2229,2019,25,22,4,3,4,4,6,601,99,9,69,4,2018,5,1
2230,2019,25,9,2,1,4,4,6,601,99,1,999,9,9999,99,4
2231,2019,25,7,2,1,4,4,9,904,99,3,69,1,9999,99,1
2232,2019,25,22,4,3,4,4,9,920,99,4,999,99,9999,99,6
2233,2019,25,22,4,3,4,4,16,1602,99,1,41,99,9999,99,1
2234,2019,25,23,4,3,4,4,3,304,99,9,69,11,9999,99,1
2235,2019,25,15,3,2,4,4,20,2007,99,2,999,99,9999,99,2
2236,2019,26,17,3,2,4,5,1,101,8,5,41,2,2012,5,1
2237,2019,26,19,4,3,4,5,1,101,2,12,30,1,1999,3,1
2238,2019,26,9,2,1,4,5,1,101,7,2,14,10,9999,99,1
2239,2019,26,19,4,3,4,5,1,101,12,1,21,5,1993,3,1
2240,2019,26,18,4,3,4,5,1,101,7,4,115,5,9999,99,6
2241,2019,26,14,3,2,4,5,22,2217,99,1,48,4,9999,99,1
2242,2019,26,21,4,3,4,5,20,2001,99,4,27,5,9999,99,1
2243,2019,26,13,3,2,4,5,9,901,99,1,4,5,2008,4,1
2244,2019,26,20,4,3,4,5,3,301,99,1,999,99,9999,99,1
2245,2019,26,22,4,3,4,5,3,301,99,5,17,2,9999,99,1
2246,2019,27,1,1,1,4,6,1,101,9,4,18,1,9999,99,2
2247,2019,27,22,4,3,4,6,5,509,99,2,41,4,9999,99,1
2248,2019,27,3,1,1,4,6,12,1201,99,1,69,2,2005,4,1
2249,2019,27,18,4,3,4,6,19,1903,99,4,67,1,2008,4,1
2250,2019,27,18,4,3,4,6,2,207,99,14,999,1,9999,99,2
2251,2019,27,15,3,2,4,6,3,308,99,5,26,1,2011,5,1
2252,2019,27,7,2,1,4,6,1,101,18,5,76,5,9999,99,1
2253,2019,27,20,4,3,4,6,11,1103,99,3,69,11,1988,2,1
2254,2019,27,19,4,3,4,6,10,1012,99,14,999,1,9999,99,1
2255,2019,27,20,4,3,4,6,1,105,99,4,999,99,9999,99,1
2256,2019,27,12,3,2,4,6,16,1613,99,4,999,99,9999,99,1
2257,2019,28,2,1,1,4,7,1,101,1,4,76,14,2005,4,1
2258,2019,28,12,3,2,4,7,1,101,1,5,31,2,2017,5,1
2259,2019,28,14,3,2,4,7,1,101,1,1,10,5,1998,3,1
2260,2019,28,15,3,2,4,7,1,101,1,9,27,5,2006,4,1
2261,2019,28,21,4,3,4,7,1,101,1,1,28,4,2014,5,1
2262,2019,28,6,2,1,4,7,1,101,6,11,30,2,1988,2,1
2263,2019,28,19,4,3,4,7,1,105,99,4,39,1,9999,99,2
2264,2019,28,23,4,3,4,7,1,101,5,4,163,1,9999,99,6
2265,2019,28,10,2,1,4,7,1,115,99,1,999,99,9999,99,2
2266,2019,28,8,2,1,4,7,1,115,99,4,163,5,2018,5,2
2267,2019,28,14,3,2,4,7,1,115,99,1,73,3,2006,4,1
2268,2019,28,19,4,3,4,7,1,115,99,3,48,6,1996,3,1
2269,2019,28,5,1,1,4,7,1,108,99,1,28,2,2016,5,1
2270,2019,28,13,3,2,4,7,1,110,99,2,31,4,2000,4,1
2271,2019,28,8,2,1,4,7,1,108,99,4,6,5,2019,5,1
2272,2019,28,8,2,1,4,7,5,501,99,4,6,1,2015,5,6
2273,2019,28,3,1,1,4,7,5,501,99,4,999,5,9999,99,2
2274,2019,28,8,2,1,4,7,10,1001,99,4,76,5,9999,99,1
2275,2019,28,8,2,1,4,7,10,1006,99,4,6,99,9999,99,2
2276,2019,28,19,4,3,4,7,10,1021,99,4,67,5,9999,99,1
2277,2019,28,20,4,3,4,7,11,1101,99,5,999,99,9999,99,1
2278,2019,28,8,2,1,4,7,12,1201,99,1,73,10,2015,5,1
2279,2019,28,16,3,2,4,7,13,1301,99,4,50,99,9999,99,1
2280,2019,28,4,1,1,4,7,2,203,99,4,67,5,9999,99,2
2281,2019,28,11,2,1,4,7,7,713,99,3,69,3,1988,2,3
2282,2019,28,10,2,1,4,7,3,314,99,5,50,4,9999,99,1
2283,2019,29,1,1,1,4,1,1,117,99,1,48,4,2006,4,1
2284,2019,29,21,4,3,4,1,1,115,99,3,69,4,1988,2,1
2285,2019,29,9,2,1,4,1,1,101,4,3,17,2,2004,4,1
2286,2019,29,14,3,2,4,1,5,513,99,4,6,3,9999,99,2
2287,2019,29,13,3,2,4,1,13,1302,99,2,999,6,9999,99,4
2288,2019,29,22,4,3,4,1,22,2216,99,1,27,1,1997,3,1
2289,2019,29,15,3,2,4,1,20,2003,99,3,69,9,9999,99,3
2290,2019,29,15,3,2,4,1,11,1105,99,1,21,9,1996,3,1
2291,2019,29,15,3,2,4,1,18,1803,99,4,999,99,9999,99,1
2292,2019,29,21,4,3,4,1,1,108,99,4,6,5,2018,5,1
2293,2019,29,17,3,2,4,1,1,101,7,1,56,5,2013,5,1
2294,2019,29,17,3,2,4,1,1,106,99,4,999,99,9999,99,1
2295,2019,29,0,1,1,4,1,16,1601,99,1,999,99,9999,99,1
2296,2019,30,1,1,1,4,2,1,101,3,5,31,2,1990,3,1
2297,2019,30,18,4,3,4,2,1,101,6,1,52,5,9999,99,1
2298,2019,30,19,4,3,4,2,22,2205,99,2,69,99,9999,99,1
2299,2019,30,19,4,3,4,2,21,2101,99,4,32,99,9999,99,1
2300,2019,30,18,4,3,4,2,19,1904,99,1,27,6,9999,99,1
2301,2019,30,22,4,3,4,2,6,602,99,4,6,5,2014,5,1
2302,2019,30,13,3,2,4,2,6,613,99,1,21,9,9999,99,1
2303,2019,30,0,1,1,4,2,10,1021,99,12,999,1,9999,99,1
2304,2019,30,1,1,1,4,2,10,1001,99,4,6,1,9999,99,1
2305,2019,30,22,4,3,4,2,10,1020,99,6,19,2,2000,4,1
2306,2019,30,4,1,1,4,2,18,1801,99,1,73,4,2014,5,2
2307,2019,30,21,4,3,4,2,7,701,99,1,8,5,9999,99,1
2308,2019,30,18,4,3,4,2,3,312,99,4,2,5,2018,5,2
2309,2019,1,20,4,3,4,1,1,101,5,1,999,2,9999,99,5
2310,2019,1,1,1,1,4,1,1,101,13,1,999,99,9999,99,5
2311,2019,1,5,1,1,4,1,1,114,99,1,999,99,9999,99,5
2312,2019,1,2,1,1,4,1,1,114,99,1,999,99,9999,99,5
2313,2019,1,8,2,1,4,1,1,108,99,4,6,1,2013,5,5
2314,2019,1,19,4,3,4,1,1,108,99,1,999,99,9999,99,5
2315,2019,1,20,4,3,4,1,5,501,99,4,6,5,9999,99,5
2316,2019,1,14,3,2,4,1,16,1607,99,5,10,2,2001,4,5
2317,2019,1,20,4,3,4,1,16,1601,99,1,52,2,2006,4,5
2318,2019,2,21,4,3,4,2,1,101,16,1,27,1,2007,4,5
2319,2019,2,16,3,2,4,2,2,205,99,4,27,1,9999,99,5
2320,2019,2,17,3,2,4,2,3,309,99,4,67,3,2011,5,5
2321,2019,3,4,1,1,4,3,1,101,11,3,999,5,9999,99,5
2322,2019,3,0,1,1,4,3,1,114,99,6,999,5,9999,99,5
2323,2019,3,7,2,1,4,3,1,108,99,4,25,5,2015,5,5
2324,2019,3,20,4,3,4,3,1,101,19,4,999,99,9999,99,5
2325,2019,3,19,4,3,4,3,22,2217,99,99,999,99,9999,99,5
2326,2019,3,14,3,2,4,3,20,2001,99,5,17,3,9999,99,5
2327,2019,3,11,2,1,4,3,9,923,99,99,999,3,9999,99,5
2328,2019,3,18,4,3,4,3,3,309,99,1,27,2,2010,5,5
2329,2019,3,5,1,1,4,3,3,309,99,2,999,99,9999,99,5
2330,2019,4,4,1,1,4,4,1,105,99,3,999,5,9999,99,5
2331,2019,4,14,3,2,4,4,1,101,12,6,30,5,9999,99,5
2332,2019,4,16,3,2,4,4,19,1904,99,3,69,10,9999,99,5
2333,2019,4,19,4,3,4,4,16,1602,99,4,32,1,9999,99,5
2334,2019,5,17,3,2,4,5,1,110,99,12,30,7,1997,3,5
2335,2019,5,18,4,3,4,5,22,2202,99,99,999,99,9999,99,5
2336,2019,5,19,4,3,4,5,9,919,99,12,999,99,9999,99,5
2337,2019,5,8,2,1,4,5,9,914,99,99,999,99,9999,99,5
2338,2019,5,11,2,1,4,5,13,1327,99,4,27,1,9999,99,5
2339,2019,5,20,4,3,4,5,3,304,99,5,999,5,9999,99,5
2340,2019,6,16,3,2,4,6,1,101,1,1,52,11,2004,4,5
2341,2019,6,3,1,1,4,6,1,101,18,1,27,2,2005,4,5
2342,2019,6,18,4,3,4,6,1,101,13,1,48,2,1997,3,5
2343,2019,6,19,4,3,4,6,5,502,99,12,30,7,9999,99,5
2344,2019,6,21,4,3,4,6,9,902,99,3,999,5,9999,99,5
2345,2019,6,0,1,1,4,6,16,1615,99,4,76,5,9999,99,5
